checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_length,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker
-1.0491361134171684,1.1978750487701808,-0.35638927433767004,-0.8139666116780438,1.7047277871013167,2.1311552097902298,1.5166842940110077,0.11885834395143872,0.5936335532379211,-0.2761909621956284,1.2115837719088245,1.6379916967932926,1.13604737391527,0.5699470364715363,2.1110483502351136,-0.6417373300576055,0.25954969767133634,-0.37332194915549927,-0.7151719969036789,-0.16872013220697035
1.4073777131205918,-0.83655227864136,-0.35638927433767004,0.323217511082134,-0.9018215252045875,-0.6258691447752421,1.5166842940110077,1.0244457264385902,0.5936335532379211,-0.2761909621956284,1.2115837719088245,0.6495484314869955,0.2863510372627569,0.5699470364715363,0.2880921804098806,-0.6417373300576055,0.25954969767133634,-0.37332194915549927,-0.7151719969036789,-0.16872013220697035
-1.0491361134171684,1.1978750487701808,1.5219918421714622,-0.05584386317125866,0.6788597534172508,-0.6258691447752421,-0.18200211528132104,0.11885834395143872,0.5936335532379211,4.633870587948876,-0.6717941941395907,-0.3388948338193018,-0.6577560034622577,0.5699470364715363,0.2880921804098806,1.2348835829045828,0.25954969767133634,-0.37332194915549927,-0.7151719969036789,-0.16872013220697035
-0.23029817123791502,1.1978750487701808,-1.295579832592236,0.7022788853355266,0.20088277820885167,2.1311552097902298,-1.0313453199274853,0.11885834395143872,-0.7688041099310782,-0.2761909621956284,-0.6717941941395907,1.6379916967932926,-0.5633452993897563,-2.078769481570458,0.2880921804098806,-0.6417373300576055,-2.83295733841267,-0.37332194915549927,-0.7151719969036789,-0.16872013220697035
-0.23029817123791502,2.215088712475951,-0.35638927433767004,-1.1930279859314366,1.75733640421332,2.1311552097902298,0.6673410893648433,-1.6923164210228643,-0.7688041099310782,-0.2761909621956284,-0.6717941941395907,0.6495484314869955,-1.0353988197522637,0.5699470364715363,0.2880921804098806,-0.6417373300576055,0.25954969767133634,-0.37332194915549927,-0.7151719969036789,-0.16872013220697035
1.4073777131205918,0.18066138506441037,1.5219918421714622,-0.8139666116780438,-0.3681209489762375,-0.6258691447752421,0.6673410893648433,1.0244457264385902,0.5936335532379211,-0.2761909621956284,0.2698947888846168,0.6495484314869955,0.0031189250452525108,0.5699470364715363,0.2880921804098806,1.2348835829045828,0.25954969767133634,-0.37332194915549927,1.3982650388011242,-0.16872013220697035
-0.23029817123791502,-0.15840983617084642,-0.35638927433767004,-0.8139666116780438,1.058541680863749,2.1311552097902298,-1.8806885245736498,-1.6923164210228643,-2.1312417731000775,-0.2761909621956284,1.2115837719088245,-1.327338099125599,2.363386526857789,0.5699470364715363,0.2880921804098806,-0.6417373300576055,1.8058032157133395,-0.37332194915549927,1.3982650388011242,-0.16872013220697035
1.4073777131205918,-0.83655227864136,1.5219918421714622,1.4604016338423118,-0.937470785484432,-0.6258691447752421,-0.18200211528132104,1.0244457264385902,0.5936335532379211,-0.2761909621956284,-0.6717941941395907,0.6495484314869955,-0.28011318717225187,0.5699470364715363,0.2880921804098806,1.2348835829045828,0.25954969767133634,-0.37332194915549927,-0.7151719969036789,-0.16872013220697035
-0.23029817123791502,2.215088712475951,-1.295579832592236,-1.1930279859314366,3.031710931886981,2.1311552097902298,-1.8806885245736498,1.0244457264385902,0.5936335532379211,2.1788398128766238,1.2115837719088245,1.6379916967932926,0.09752962911775398,0.5699470364715363,2.1110483502351136,-0.6417373300576055,1.8058032157133395,-0.37332194915549927,1.3982650388011242,-0.16872013220697035
-0.23029817123791502,-0.83655227864136,-0.35638927433767004,-1.1930279859314366,-0.8907460268652184,0.06338694386612581,-1.0313453199274853,1.0244457264385902,-0.7688041099310782,-0.2761909621956284,-0.6717941941395907,-0.3388948338193018,-1.1298095238247652,-2.078769481570458,0.2880921804098806,-0.6417373300576055,-1.2867038203706669,-0.37332194915549927,-0.7151719969036789,-0.16872013220697035
1.4073777131205918,0.18066138506441037,1.5219918421714622,0.323217511082134,-0.28782358601581126,1.4418991211488619,1.5166842940110077,-0.7867290385357129,0.5936335532379211,-0.2761909621956284,-0.6717941941395907,0.6495484314869955,-0.09129177902724896,0.5699470364715363,0.2880921804098806,-0.6417373300576055,0.25954969767133634,-0.37332194915549927,-0.7151719969036789,-0.16872013220697035
-0.23029817123791502,0.6892682169172956,1.5219918421714622,-1.1930279859314366,0.2905250928931206,-0.6258691447752421,-1.8806885245736498,1.0244457264385902,1.9560712164069205,-0.2761909621956284,-0.6717941941395907,0.6495484314869955,-0.6577560034622577,0.5699470364715363,0.2880921804098806,1.2348835829045828,1.8058032157133395,-0.37332194915549927,-0.7151719969036789,-0.16872013220697035
